case_id,environment,scenario,wind_model,source_mode,source_description,resolution,number_of_source_cells,radionuclide,emission_factor,emission_rate_bq_s,emission_classification,grid_shape,dx_m,dy_m,dz_m,dt_s,total_time_s,max_concentration_bq_m3,final_max_concentration_bq_m3,total_activity_bq,final_total_activity_bq,centroid_x_m,centroid_y_m,centroid_z_m,final_centroid_x_m,final_centroid_y_m,final_centroid_z_m,runtime_s,n_steps,hrtm_profile,max_dose_field,final_max_dose_field,field_file,status,error
I131_Q0.25_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,116.11923088960458,116.11923088960458,0.0,1874.4375845901995,nan,nan,nan,15.00000000000073,15.000000000000588,7.5000002706969555,20.949846571000307,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,610.5683640055354,610.5683640055354,0.0,3748.875046727061,nan,nan,nan,14.999999999999996,14.999999999999995,7.500000111973375,61.67509799799882,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,470.8147587690153,470.8147587690153,0.0,3735.6924445713576,nan,nan,nan,14.999445208363188,15.00846998520749,8.226169090670835,61.74876425699949,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,339.4503919183736,339.4503919183736,0.0,3649.4904370274216,nan,nan,nan,14.997467284655848,15.021619796938648,9.251538922284633,62.35792400199898,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,32.919245029915714,32.919245029915714,0.0,469.19371762474844,nan,nan,nan,15.000000000000004,16.99011040615875,10.993404753443114,63.233488664000106,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,183.94609707065584,183.94609707065584,0.0,1877.2034559770734,nan,nan,nan,22.20930722136884,15.0,7.500000000770078,20.672393513001225,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,173.29947421297783,173.29947421297783,0.0,1709.5332017884564,nan,nan,nan,22.211577601818252,15.000000000000002,7.492814223121179,20.74024763899979,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,204.11928390090765,197.75269647815134,0.0,1925.2336109171756,nan,nan,nan,22.024543190360987,14.999999999999998,7.500000000927976,21.13971466899966,12000,,nan,nan,,OK,
I131_Q0.5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,599.0914793751816,599.0914793751816,0.0,3748.875046624987,nan,nan,nan,15.000000000002931,15.000000000002354,7.500000111836399,20.89067521600009,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,207.19412673437768,207.19412673437768,0.0,3748.875046726788,nan,nan,nan,15.0,15.0,7.5000001119733755,62.2014022860003,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,141.98966917585423,141.98966917585423,0.0,3745.1191431958387,nan,nan,nan,14.999456254049687,14.99801020583804,8.227429967084765,61.72833914900002,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,79.48332531472732,79.48332531472732,0.0,3677.87811434602,nan,nan,nan,14.997480522395179,14.995433537557286,9.25585650395708,62.1679951189999,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,5.090810593547687,5.090810593547687,0.0,469.1936992955654,nan,nan,nan,15.000000000000014,16.990109899676277,10.993404638424384,63.30398725800114,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,54.49336297898001,54.49336297898001,0.0,1877.2032210176817,nan,nan,nan,22.205977928067014,14.999999999999998,7.500000000781578,20.88487560700014,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,50.647569410664005,50.647569410664005,0.0,1709.533496781588,nan,nan,nan,22.20824831662972,14.999999999999998,7.4928111043122705,21.172326580999652,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,60.98049590537137,60.85571923468458,0.0,1925.1616680275076,nan,nan,nan,22.020991163163234,15.000000000000002,7.500000000941496,21.381295114999375,12000,,nan,nan,,OK,
I131_Q0.5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,203.07481763895277,203.07481763895277,0.0,3748.8750466268957,nan,nan,nan,15.000000000005342,15.00000000000447,7.500000111836399,20.858953455999654,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,241.86980564841997,241.86980564841997,0.0,3748.8751694240937,nan,nan,nan,15.000000000000004,15.000000000000004,7.500000271010818,62.30952881900157,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,198.3230056134327,198.3230056134327,0.0,3733.2869007953304,nan,nan,nan,15.000055929319053,14.998774566284679,8.224010998275787,61.88340779099963,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,135.79397714441419,135.79397714441419,0.0,3638.8534413778907,nan,nan,nan,14.99899027269164,14.997974005666219,9.24003922351653,62.280325531000926,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,9.637158710093612,9.637158710093612,0.0,469.19383038589757,nan,nan,nan,15.000000000000007,16.995664602238307,10.982305614407,63.67437375999907,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,32.747611477473015,32.747611477473015,0.0,1877.2049749154487,nan,nan,nan,22.222626372940454,15.000000000000002,7.500000002343149,21.076315481001075,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,29.89341182082873,29.89341182082873,0.0,1710.07823451802,nan,nan,nan,22.224904995982385,14.999999999999998,7.488593475778581,20.79858058800164,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,39.98366762929896,39.969092910412364,0.0,1925.3900045192745,nan,nan,nan,22.038210144645433,15.0,7.50000000279793,21.420323448999625,12000,,nan,nan,,OK,
I131_Q0.5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,232.23846177920916,232.23846177920916,0.0,3748.875169180399,nan,nan,nan,15.00000000000073,15.000000000000588,7.5000002706969555,20.968806000999393,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,915.8525460083024,915.8525460083024,0.0,5623.312570090584,nan,nan,nan,15.000000000000004,15.0,7.500000111973377,61.92688521200034,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,706.2221381535257,706.2221381535257,0.0,5603.53866685704,nan,nan,nan,14.99944520836319,15.008469985207496,8.226169090670833,61.52066602499872,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,509.1755878775606,509.1755878775606,0.0,5474.235655541131,nan,nan,nan,14.997467284655853,15.021619796938651,9.251538922284634,61.985583261999636,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,49.37886754487363,49.37886754487363,0.0,703.7905764371221,nan,nan,nan,15.000000000000007,16.990110406158752,10.993404753443114,63.46169483799895,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,275.91914560598923,275.91914560598923,0.0,2815.8051839656796,nan,nan,nan,22.20930722136882,14.999999999999998,7.5000000007700764,21.081442995000543,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,259.9492113194582,259.9492113194582,0.0,2564.299802682626,nan,nan,nan,22.211577601818227,14.999999999999998,7.492814223121179,20.66185479500018,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,306.1789258513618,296.6290447172265,0.0,2887.850416375764,nan,nan,nan,22.024543190360994,14.999999999999998,7.500000000927976,21.248598505999325,12000,,nan,nan,,OK,
I131_Q0.75_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,898.6372190627723,898.6372190627723,0.0,5623.312569937474,nan,nan,nan,15.000000000002931,15.000000000002357,7.5000001118364015,20.79980801000056,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,310.7911901015961,310.7911901015961,0.0,5623.31257009089,nan,nan,nan,15.0,15.0,7.500000111973377,61.93467821299964,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,212.98450376382755,212.98450376382755,0.0,5617.678714793968,nan,nan,nan,14.999456254049687,14.998010205838042,8.227429967084731,62.11380435400133,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,119.22498797208026,119.22498797208026,0.0,5516.817171518558,nan,nan,nan,14.997480522395174,14.995433537557284,9.255856503957089,62.12146176299939,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,7.6362158903216075,7.6362158903216075,0.0,703.7905489433557,nan,nan,nan,15.00000000000001,16.990109899676273,10.99340463842438,63.42219723800008,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,81.74004446846149,81.74004446846149,0.0,2815.804831526363,nan,nan,nan,22.20597792806701,15.000000000000002,7.500000000781578,20.808662332001404,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,75.97135411599598,75.97135411599598,0.0,2564.3002451722373,nan,nan,nan,22.208248316629685,15.000000000000004,7.492811104312272,21.008396363999054,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,91.47074385805142,91.28357885202124,0.0,2887.742502041111,nan,nan,nan,22.020991163163213,14.999999999999998,7.500000000941494,21.363828532001207,12000,,nan,nan,,OK,
I131_Q0.75_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,304.6122264584609,304.6122264584609,0.0,5623.31256994099,nan,nan,nan,15.000000000005336,15.000000000004468,7.500000111836398,20.695172095998714,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,362.80470847271374,362.80470847271374,0.0,5623.312754137182,nan,nan,nan,14.999999999999998,14.999999999999998,7.500000271010814,62.213640768000914,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,297.4845084202135,297.4845084202135,0.0,5599.93035119384,nan,nan,nan,15.000055929319055,14.99877456628468,8.224010998275757,61.952925363999384,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,203.69096571665446,203.69096571665446,0.0,5458.280162067193,nan,nan,nan,14.998990272691643,14.997974005666222,9.240039223516503,62.08855308599959,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,14.455738065140526,14.455738065140526,0.0,703.7907455788516,nan,nan,nan,15.000000000000012,16.99566460223831,10.982305614407007,63.5892145910002,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,49.12141721620791,49.12141721620791,0.0,2815.807462373014,nan,nan,nan,22.222626372940454,15.0,7.500000002343146,21.02418692699939,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,44.84011773124054,44.84011773124054,0.0,2565.117351776918,nan,nan,nan,22.224904995982385,15.0,7.488593475778576,20.840726712001924,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,59.975501443946754,59.953639365616795,0.0,2888.085006778814,nan,nan,nan,22.038210144645422,14.999999999999998,7.500000002797928,21.61074826699769,12000,,nan,nan,,OK,
I131_Q0.75_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,348.3576926688931,348.3576926688931,0.0,5623.312753771581,nan,nan,nan,15.000000000000735,15.000000000000592,7.500000270696957,21.03046104200257,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1221.1367280110708,1221.1367280110708,0.0,7497.750093454122,nan,nan,nan,14.999999999999996,14.999999999999995,7.500000111973375,61.99748154899862,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,941.6295175380307,941.6295175380307,0.0,7471.384889142715,nan,nan,nan,14.999445208363188,15.00846998520749,8.226169090670835,61.602831371998036,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,678.9007838367472,678.9007838367472,0.0,7298.980874054843,nan,nan,nan,14.997467284655848,15.021619796938648,9.251538922284633,61.899357382000744,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,65.83849005983143,65.83849005983143,0.0,938.3874352494969,nan,nan,nan,15.000000000000004,16.99011040615875,10.993404753443114,63.361738912000874,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,367.8921941413117,367.8921941413117,0.0,3754.406911954147,nan,nan,nan,22.20930722136884,15.0,7.500000000770078,21.00772030099688,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,346.59894842595565,346.59894842595565,0.0,3419.0664035769128,nan,nan,nan,22.211577601818252,15.000000000000002,7.492814223121179,20.901450416000444,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,408.2385678018153,395.50539295630267,0.0,3850.467221834351,nan,nan,nan,22.024543190360987,14.999999999999998,7.500000000927976,21.206823875003465,12000,,nan,nan,,OK,
I131_Q1_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1198.1829587503632,1198.1829587503632,0.0,7497.750093249974,nan,nan,nan,15.000000000002931,15.000000000002354,7.500000111836399,21.224859611000284,12000,,nan,nan,,OK,
I131_Q1_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,414.38825346875535,414.38825346875535,0.0,7497.750093453576,nan,nan,nan,15.0,15.0,7.5000001119733755,62.606783668998105,12000,,nan,nan,,OK,
I131_Q1_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,283.97933835170846,283.97933835170846,0.0,7490.238286391677,nan,nan,nan,14.999456254049687,14.99801020583804,8.227429967084765,62.24132364700199,12000,,nan,nan,,OK,
I131_Q1_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,158.96665062945465,158.96665062945465,0.0,7355.75622869204,nan,nan,nan,14.997480522395179,14.995433537557286,9.25585650395708,62.44490172500082,12000,,nan,nan,,OK,
I131_Q1_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,10.181621187095374,10.181621187095374,0.0,938.3873985911308,nan,nan,nan,15.000000000000014,16.990109899676277,10.993404638424384,63.46659402500154,12000,,nan,nan,,OK,
I131_Q1_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,108.98672595796002,108.98672595796002,0.0,3754.4064420353634,nan,nan,nan,22.205977928067014,14.999999999999998,7.500000000781578,20.68562221400134,12000,,nan,nan,,OK,
I131_Q1_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,101.29513882132801,101.29513882132801,0.0,3419.066993563176,nan,nan,nan,22.20824831662972,14.999999999999998,7.4928111043122705,20.92647048299841,12000,,nan,nan,,OK,
I131_Q1_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,121.96099181074274,121.71143846936916,0.0,3850.3233360550153,nan,nan,nan,22.020991163163234,15.000000000000002,7.500000000941496,21.219297104998986,12000,,nan,nan,,OK,
I131_Q1_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,406.14963527790553,406.14963527790553,0.0,7497.750093253791,nan,nan,nan,15.000000000005342,15.00000000000447,7.500000111836399,20.90687129700018,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,483.73961129683994,483.73961129683994,0.0,7497.750338848187,nan,nan,nan,15.000000000000004,15.000000000000004,7.500000271010818,62.1743648720003,12000,,nan,nan,,OK,
I131_Q1_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,1.0,100.0,REFERENCE,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,396.6460112268654,396.6460112268654,0.0,7466.573801590661,nan,nan,nan,15.000055929319053,14.998774566284679,8.224010998275787,61.641422048000095,12000,,nan,nan,,OK,
