case_id,environment,scenario,wind_model,source_mode,source_description,resolution,number_of_source_cells,radionuclide,emission_factor,emission_rate_bq_s,emission_classification,grid_shape,dx_m,dy_m,dz_m,dt_s,total_time_s,max_concentration_bq_m3,final_max_concentration_bq_m3,total_activity_bq,final_total_activity_bq,centroid_x_m,centroid_y_m,centroid_z_m,final_centroid_x_m,final_centroid_y_m,final_centroid_z_m,runtime_s,n_steps,hrtm_profile,max_dose_field,final_max_dose_field,field_file,status,error
I131_Q5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,506.4756941066473,506.4756941066473,0.0,17095.334967815415,nan,nan,nan,22.2082483166297,14.999999999999998,7.492811104312271,20.69223515199701,12000,,nan,nan,,OK,
I131_Q5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,609.8049590536933,608.5571923468256,0.0,19251.61668027453,nan,nan,nan,22.020991163163224,15.000000000000002,7.500000000941498,21.28106919399943,12000,,nan,nan,,OK,
I131_Q5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2030.7481763902128,2030.7481763902128,0.0,37488.75046627568,nan,nan,nan,15.00000000000534,15.000000000004468,7.500000111836398,20.78207096100232,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2418.6980564842906,2418.6980564842906,0.0,37488.75169423958,nan,nan,nan,15.0,15.0,7.500000271010814,62.503408317999856,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1983.2300561341788,1983.2300561341788,0.0,37332.86900795347,nan,nan,nan,15.000055929319053,14.998774566284679,8.224010998275787,61.851607444001274,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1357.9397714441543,1357.9397714441543,0.0,36388.53441378148,nan,nan,nan,14.99899027269164,14.99797400566622,9.240039223516517,62.27067671399709,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,96.371587100935,96.371587100935,0.0,4691.938303858961,nan,nan,nan,15.000000000000007,16.995664602238296,10.982305614406998,63.39545941399774,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,327.47611477472395,327.47611477472395,0.0,18772.0497491538,nan,nan,nan,22.222626372940457,14.999999999999998,7.500000002343147,20.61988849699992,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,298.93411820827674,298.93411820827674,0.0,17100.782345179545,nan,nan,nan,22.224904995982374,15.0,7.488593475778574,20.851370537002367,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,399.83667629298213,399.6909291041161,0.0,19253.900045192302,nan,nan,nan,22.03821014464543,14.999999999999998,7.500000002797928,21.244823657998495,12000,,nan,nan,,OK,
I131_Q5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,I-131,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2322.384617792138,2322.384617792138,0.0,37488.75169180288,nan,nan,nan,15.000000000000735,15.000000000000593,7.500000270696957,20.95524771500277,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,301.8946214372827,301.8946214372827,0.0,1817.032467770459,nan,nan,nan,15.0,14.999999999999996,7.500000109107431,62.17716774600194,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,233.34102577192357,233.34102577192357,0.0,1810.7121647848771,nan,nan,nan,14.999450659200898,15.008465411258173,8.218624739770512,61.588059900997905,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,168.84786155006492,168.84786155006492,0.0,1769.6005836004726,nan,nan,nan,14.997499035775595,15.02159696411221,9.23363973372795,61.820552257999225,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,16.45333956906457,16.45333956906457,0.0,233.62633972995482,nan,nan,nan,15.000000000000002,16.986708027342015,10.988659481395977,63.36851330099671,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,91.693355846405,91.693355846405,0.0,923.5228467646974,nan,nan,nan,22.17046141607281,15.0,7.500000000751155,20.59996758000125,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,86.40420462943548,86.40420462943548,0.0,842.2493404231354,nan,nan,nan,22.17619251814455,15.0,7.4929281553821765,20.705202804998407,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,101.75191908914763,98.55553358460843,0.0,946.7795358427172,nan,nan,nan,21.983682439422587,15.000000000000002,7.500000000905059,21.23295559699909,12000,,nan,nan,,OK,
F18_Q0.25_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,296.3353569874826,296.3353569874826,0.0,1817.0324677225185,nan,nan,nan,15.000000000002846,15.000000000002288,7.500000108974684,20.87557549199846,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,101.37472724313322,101.37472724313322,0.0,1817.0324677703318,nan,nan,nan,15.000000000000002,14.999999999999998,7.50000010910743,62.4367219520027,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,69.71071318819523,69.71071318819523,0.0,1815.268030608789,nan,nan,nan,14.999461901723187,14.998024659686857,8.219882365812534,61.7932167580002,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,39.29347070615481,39.29347070615481,0.0,1783.3257984250536,nan,nan,nan,14.997512495336162,14.995462477957885,9.237964644707795,62.11075693500243,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2.5440387896935506,2.5440387896935506,0.0,233.62633070863757,nan,nan,nan,15.000000000000012,16.98670752659092,10.988659367521155,63.86571987800198,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,27.145538340316637,27.145538340316637,0.0,923.51642942124,nan,nan,nan,22.16713210317083,15.000000000000002,7.500000000762328,20.947791833001247,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,25.23748754473607,25.23748754473607,0.0,842.2442304383316,nan,nan,nan,22.172863137786457,15.0,7.492925216993136,20.775683294999908,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,30.36680996912675,30.305092458775214,0.0,946.7383065079047,nan,nan,nan,21.98013248771084,15.0,7.500000000918187,21.459699770999578,12000,,nan,nan,,OK,
F18_Q0.25_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,99.40415575488662,99.40415575488662,0.0,1817.0324677234214,nan,nan,nan,15.000000000005192,15.000000000004345,7.500000108974685,20.762031313999614,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,118.00991327715332,118.00991327715332,0.0,1817.032525745769,nan,nan,nan,15.0,15.000000000000002,7.500000264177307,62.62580408399663,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,96.9234411461084,96.9234411461084,0.0,1809.556469837092,nan,nan,nan,15.000059155518333,14.998785391160567,8.21648862419036,62.126447802002076,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,66.79233949802637,66.79233949802637,0.0,1764.4984949514737,nan,nan,nan,14.999016067341076,14.99799201313547,9.222267093628902,62.374916700999165,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,4.813706409730416,4.813706409730416,0.0,233.62370350562364,nan,nan,nan,15.000000000000005,16.992215545723397,10.97756064848424,64.22338849199878,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,16.3222367657117,16.3222367657117,0.0,923.5487874870726,nan,nan,nan,22.183780141236955,15.0,7.500000002288925,21.156167569999525,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,14.903832406425837,14.903832406425837,0.0,842.5336012466473,nan,nan,nan,22.189504777985118,15.0,7.48876937675191,21.505576180999924,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,19.920078598629058,19.91236439667023,0.0,946.8804470916876,nan,nan,nan,21.99734255860304,15.000000000000002,7.500000002732784,21.37949832999948,12000,,nan,nan,,OK,
F18_Q0.25_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.25,25.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,113.38642384378682,113.38642384378682,0.0,1817.0325256313029,nan,nan,nan,15.000000000000712,15.000000000000574,7.500000263873147,20.908465664000687,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,603.7892428745654,603.7892428745654,0.0,3634.064935540918,nan,nan,nan,15.0,14.999999999999996,7.500000109107431,62.22326924599838,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,466.68205154384714,466.68205154384714,0.0,3621.4243295697543,nan,nan,nan,14.999450659200898,15.008465411258173,8.218624739770512,61.93787083400093,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,337.69572310012984,337.69572310012984,0.0,3539.2011672009453,nan,nan,nan,14.997499035775595,15.02159696411221,9.23363973372795,62.01139673999933,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,32.90667913812914,32.90667913812914,0.0,467.25267945990964,nan,nan,nan,15.000000000000002,16.986708027342015,10.988659481395977,63.67487221999909,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,183.38671169281,183.38671169281,0.0,1847.0456935293948,nan,nan,nan,22.17046141607281,15.0,7.500000000751155,20.915156877999834,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,172.80840925887097,172.80840925887097,0.0,1684.4986808462709,nan,nan,nan,22.17619251814455,15.0,7.4929281553821765,20.64683427899945,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,203.50383817829527,197.11106716921685,0.0,1893.5590716854344,nan,nan,nan,21.983682439422587,15.000000000000002,7.500000000905059,21.17405515000064,12000,,nan,nan,,OK,
F18_Q0.5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,592.6707139749652,592.6707139749652,0.0,3634.064935445037,nan,nan,nan,15.000000000002846,15.000000000002288,7.500000108974684,20.688250450999476,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,202.74945448626644,202.74945448626644,0.0,3634.0649355406636,nan,nan,nan,15.000000000000002,14.999999999999998,7.50000010910743,62.53862231899984,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,139.42142637639046,139.42142637639046,0.0,3630.536061217578,nan,nan,nan,14.999461901723187,14.998024659686857,8.219882365812534,62.24091700799909,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,78.58694141230961,78.58694141230961,0.0,3566.651596850107,nan,nan,nan,14.997512495336162,14.995462477957885,9.237964644707795,61.967433793000964,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,5.088077579387101,5.088077579387101,0.0,467.25266141727514,nan,nan,nan,15.000000000000012,16.98670752659092,10.988659367521155,63.5330529769999,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,54.291076680633275,54.291076680633275,0.0,1847.03285884248,nan,nan,nan,22.16713210317083,15.000000000000002,7.500000000762328,20.967794472002424,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,50.47497508947214,50.47497508947214,0.0,1684.488460876663,nan,nan,nan,22.172863137786457,15.0,7.492925216993136,20.759985243999836,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,60.7336199382535,60.61018491755043,0.0,1893.4766130158093,nan,nan,nan,21.98013248771084,15.0,7.500000000918187,21.21550152800046,12000,,nan,nan,,OK,
F18_Q0.5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,198.80831150977323,198.80831150977323,0.0,3634.064935446843,nan,nan,nan,15.000000000005192,15.000000000004345,7.500000108974685,20.80981322200023,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,236.01982655430663,236.01982655430663,0.0,3634.065051491538,nan,nan,nan,15.0,15.000000000000002,7.500000264177307,62.32772241999919,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,193.8468822922168,193.8468822922168,0.0,3619.112939674184,nan,nan,nan,15.000059155518333,14.998785391160567,8.21648862419036,61.992783646001044,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,133.58467899605273,133.58467899605273,0.0,3528.9969899029475,nan,nan,nan,14.999016067341076,14.99799201313547,9.222267093628902,61.977553429002,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,9.627412819460831,9.627412819460831,0.0,467.2474070112473,nan,nan,nan,15.000000000000005,16.992215545723397,10.97756064848424,64.00295179600289,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,32.6444735314234,32.6444735314234,0.0,1847.0975749741451,nan,nan,nan,22.183780141236955,15.0,7.500000002288925,21.01720060200023,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,29.807664812851673,29.807664812851673,0.0,1685.0672024932946,nan,nan,nan,22.189504777985118,15.0,7.48876937675191,20.770225644002494,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,39.840157197258115,39.82472879334046,0.0,1893.7608941833753,nan,nan,nan,21.99734255860304,15.000000000000002,7.500000002732784,21.358323282998754,12000,,nan,nan,,OK,
F18_Q0.5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,0.5,50.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,226.77284768757363,226.77284768757363,0.0,3634.0650512626057,nan,nan,nan,15.000000000000712,15.000000000000574,7.500000263873147,20.810093424002844,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,905.6838643118482,905.6838643118482,0.0,5451.09740331138,nan,nan,nan,14.999999999999998,14.999999999999998,7.500000109107429,62.23228663300324,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,700.0230773157724,700.0230773157724,0.0,5432.136494354629,nan,nan,nan,14.999450659200903,15.008465411258172,8.218624739770513,62.030777497999225,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,506.54358465019544,506.54358465019544,0.0,5308.801750801419,nan,nan,nan,14.997499035775594,15.021596964112204,9.233639733727948,62.15897161999965,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,49.36001870719431,49.36001870719431,0.0,700.8790191898631,nan,nan,nan,15.000000000000005,16.98670802734202,10.988659481395974,63.64261249499759,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,275.08006753920813,275.08006753920813,0.0,2770.5685402940853,nan,nan,nan,22.170461416072822,15.0,7.500000000751155,21.06660141300017,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,259.2126138883042,259.2126138883042,0.0,2526.748021269395,nan,nan,nan,22.17619251814455,14.999999999999998,7.4929281553821765,20.666684562998853,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,305.25575726744324,295.66660075382606,0.0,2840.3386075281524,nan,nan,nan,21.98368243942258,14.999999999999998,7.500000000905057,21.216783120999025,12000,,nan,nan,,OK,
F18_Q0.75_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,0.75,75.0,CONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,889.0060709624446,889.0060709624446,0.0,5451.097403167546,nan,nan,nan,15.000000000002846,15.000000000002288,7.5000001089746835,20.93705837199741,12000,,nan,nan,,OK,
